iter,clap,score,lead_cutoff_hz,lead_gain,pad_cutoff_slider,pad_gain,hihat_gain,bass_cutoff_g1,reverb_room,reverb_wet,sidechain_depth,gain_kick,gain_bass,gain_pluck,kick_decay_s,kick_pitch_floor,hihat_decay_s
1525,0.62687,0.62687,11732.62526,0.30677,0.82531,4.96242,2.93259,0.65094,0.57963,0.40032,0.41218,0.75421,0.27661,0.04105,0.45295,56.72778,0.00503
1526,0.63039,0.63039,11816.77751,0.29718,0.81418,4.97412,2.78072,0.65317,0.56806,0.39175,0.43426,0.7561,0.27419,0.04118,0.46706,56.06081,0.00503
1527,0.61711,0.61711,11776.13937,0.30239,0.83976,4.90734,2.81264,0.63459,0.59623,0.39443,0.40356,0.75585,0.28618,0.04552,0.45137,56.8275,0.00551
1528,0.62296,0.62296,11614.92431,0.29915,0.82614,4.93213,2.75961,0.66002,0.58832,0.39425,0.44187,0.72122,0.26463,0.04115,0.47442,56.84773,0.00507
1529,0.6111,0.6111,11743.61156,0.3207,0.84626,4.99996,2.78038,0.66023,0.62988,0.39356,0.40546,0.79219,0.26972,0.02804,0.4732,56.43135,0.00514
1530,0.64455,0.64455,11896.05929,0.29319,0.82313,4.99936,2.77508,0.64953,0.59384,0.39847,0.40483,0.74508,0.24903,0.03699,0.4722,57.35526,0.00511
1531,0.61065,0.61065,11964.19428,0.30315,0.82874,4.98969,2.86212,0.66748,0.59526,0.38742,0.42968,0.75902,0.25009,0.04024,0.47185,58.13693,0.00501
1532,0.6298,0.6298,11740.8422,0.29943,0.83962,4.9969,2.8398,0.65863,0.61098,0.39016,0.39736,0.77192,0.27327,0.04132,0.46344,56.35136,0.00501
1533,0.62251,0.62251,11999.96187,0.29466,0.82899,4.99021,2.86566,0.64638,0.58517,0.39747,0.39876,0.76116,0.26153,0.03834,0.45277,56.56057,0.005
1534,0.62917,0.62917,11987.85025,0.27495,0.82438,5.0,2.76806,0.648,0.61688,0.39974,0.43581,0.75313,0.24426,0.04281,0.45909,56.56159,0.005
1535,0.62273,0.62273,11801.19459,0.30793,0.84287,4.9945,2.93098,0.66148,0.62511,0.41136,0.40748,0.7578,0.26214,0.03797,0.46013,56.687,0.00505
1536,0.61478,0.61478,11995.2654,0.29243,0.81829,4.96103,2.79935,0.64822,0.60493,0.39329,0.41738,0.74656,0.26313,0.04115,0.46495,56.47578,0.00502
1537,0.61555,0.61555,11980.20633,0.28964,0.82417,4.98904,2.91061,0.66029,0.59165,0.39524,0.41601,0.73103,0.25152,0.04596,0.47,56.54177,0.00503
1538,0.64174,0.64174,11788.3058,0.2967,0.83494,4.99285,2.90548,0.64781,0.59585,0.39887,0.3986,0.72788,0.24294,0.04806,0.45946,57.09054,0.00518
1539,0.6344,0.6344,11908.32849,0.29937,0.8258,4.99822,2.77725,0.66157,0.59884,0.39467,0.40583,0.73294,0.26389,0.04223,0.48099,57.07504,0.00506
1540,0.63308,0.63308,11747.86159,0.28251,0.82759,4.99765,2.67983,0.64421,0.61262,0.40333,0.42584,0.74997,0.27115,0.03709,0.4559,57.33063,0.00504
1541,0.63347,0.63347,11831.83865,0.30265,0.83631,4.99562,2.90714,0.65697,0.60474,0.389,0.42429,0.75184,0.25442,0.03495,0.4544,57.06583,0.005
1542,0.63878,0.63878,11844.77927,0.28628,0.83009,4.999,2.86302,0.65483,0.57479,0.38688,0.40565,0.74291,0.2576,0.03578,0.45985,57.0263,0.005
1543,0.64466,0.64466,11909.21934,0.28489,0.84673,4.99436,2.81185,0.65047,0.60654,0.39857,0.39999,0.75401,0.26283,0.04142,0.46899,56.37562,0.0051
1544,0.61436,0.61436,11426.67827,0.30442,0.84141,4.99234,2.93319,0.65576,0.57909,0.39232,0.4095,0.77095,0.25363,0.04612,0.4634,57.32815,0.00511
1545,0.61983,0.61983,11950.1943,0.28074,0.83987,4.98034,2.66314,0.66946,0.59807,0.3887,0.40703,0.75129,0.25852,0.04504,0.48028,55.52438,0.00538
1546,0.63294,0.63294,11890.8122,0.29471,0.84751,4.99455,2.88835,0.65834,0.57915,0.38525,0.38736,0.76616,0.24863,0.04531,0.44934,56.86364,0.005
1547,0.64871,0.64871,11511.26236,0.27482,0.84252,4.98859,2.7906,0.6405,0.62949,0.39365,0.41215,0.75143,0.26826,0.04195,0.47346,57.4551,0.005
1548,0.64472,0.64472,11999.97299,0.27393,0.85024,4.98025,2.87351,0.6567,0.60475,0.39677,0.397,0.77445,0.2764,0.04467,0.47191,56.88318,0.005
1549,0.62057,0.62057,11231.39938,0.27897,0.8325,4.99647,2.88128,0.64036,0.60553,0.39549,0.41991,0.73812,0.24758,0.04138,0.46551,57.42236,0.00501
1550,0.636,0.636,11086.15902,0.30877,0.866,4.98953,2.78398,0.64355,0.60992,0.3956,0.40178,0.76173,0.27404,0.04842,0.45612,57.69689,0.00502
1551,0.61824,0.61824,11839.63507,0.29299,0.84644,4.99111,2.82009,0.65613,0.62497,0.3956,0.40528,0.7726,0.28477,0.03805,0.45841,56.45143,0.005
1552,0.63336,0.63336,11747.52383,0.28101,0.83435,4.9946,2.91734,0.6592,0.5914,0.41218,0.39489,0.72792,0.26042,0.04439,0.46166,57.6098,0.00535
1553,0.63076,0.63076,11929.02292,0.26889,0.82013,4.99851,2.7461,0.64061,0.61861,0.4054,0.41527,0.73674,0.2664,0.0425,0.47321,57.81742,0.00509
1554,0.62293,0.62293,11964.62541,0.29206,0.8633,4.91165,2.83783,0.6676,0.58235,0.39434,0.38034,0.78631,0.2583,0.04025,0.47874,55.99188,0.00504
1555,0.62162,0.62162,11714.08892,0.29552,0.86578,5.0,2.74991,0.63242,0.61547,0.4019,0.41827,0.75108,0.26234,0.04008,0.47044,56.45282,0.00511
1556,0.63726,0.63726,11970.46501,0.27852,0.86064,4.97548,2.79493,0.67031,0.54703,0.3844,0.41077,0.78077,0.27388,0.05609,0.47622,56.02276,0.00545
1557,0.62735,0.62735,11758.28495,0.27682,0.85053,4.99335,2.83409,0.62982,0.59963,0.39188,0.40166,0.76332,0.29068,0.04664,0.45133,57.98473,0.00501
1558,0.63525,0.63525,11533.81715,0.29157,0.84154,4.96531,2.83573,0.64139,0.60793,0.40109,0.38831,0.7518,0.27897,0.0403,0.46086,58.08793,0.00524
1559,0.61798,0.61798,11803.07686,0.28192,0.8413,4.99544,2.78631,0.6561,0.59215,0.38682,0.39841,0.7397,0.26315,0.04394,0.4749,57.28049,0.00518
1560,0.64387,0.64387,11380.9897,0.28141,0.85725,4.97505,2.73735,0.63395,0.63697,0.39255,0.39813,0.76301,0.27979,0.04439,0.48229,57.49651,0.00502
1561,0.63244,0.63244,11503.59046,0.28808,0.84768,4.94954,2.76954,0.66511,0.59261,0.39227,0.37902,0.76928,0.27026,0.0405,0.48338,55.9412,0.00501
1562,0.6241,0.6241,11060.13936,0.27288,0.86075,4.97594,2.69815,0.65286,0.6218,0.39017,0.39592,0.79454,0.29008,0.03976,0.48011,56.89476,0.00508
1563,0.62141,0.62141,11757.14891,0.2829,0.8734,4.95898,2.79869,0.64619,0.61552,0.39335,0.40044,0.77312,0.27711,0.04556,0.47833,57.26018,0.00526
1564,0.61749,0.61749,11232.5488,0.29196,0.84848,4.93451,2.60218,0.66556,0.62563,0.38506,0.38718,0.78999,0.30853,0.04386,0.48188,57.80892,0.00513
1565,0.62444,0.62444,11478.86315,0.30014,0.85459,4.99997,2.67,0.65485,0.59479,0.38957,0.3983,0.77788,0.25965,0.03933,0.48728,54.99856,0.00501
1566,0.62827,0.62827,11944.6121,0.26609,0.84366,4.93815,2.74446,0.64485,0.60171,0.3982,0.39598,0.76876,0.28215,0.05388,0.4682,56.54734,0.00501
1567,0.61703,0.61703,11699.38923,0.27974,0.87114,4.99612,2.68854,0.66706,0.59399,0.38999,0.37791,0.78305,0.30729,0.04515,0.48255,57.07347,0.00502
1568,0.6299,0.6299,11616.2703,0.26232,0.86814,4.97996,2.73569,0.63131,0.60578,0.38587,0.40359,0.75763,0.29008,0.04551,0.48904,57.51789,0.00501
1569,0.64092,0.64092,11553.14697,0.29609,0.85626,4.97846,2.67565,0.64897,0.59448,0.38962,0.40151,0.75321,0.28069,0.04981,0.48215,56.96175,0.00507
1570,0.63148,0.63148,11054.41396,0.28941,0.86558,4.94155,2.73364,0.67417,0.59426,0.40624,0.37584,0.75953,0.30285,0.04145,0.47397,56.66834,0.00503
1571,0.61846,0.61846,11646.70837,0.28605,0.86313,4.88204,2.66157,0.67247,0.58334,0.39761,0.39365,0.78667,0.30267,0.04932,0.49235,57.03085,0.005
1572,0.5919,0.5919,11598.35175,0.27928,0.85876,4.99713,2.78828,0.66836,0.62768,0.40488,0.37311,0.7831,0.30538,0.04305,0.48651,56.63989,0.00531
1573,0.62226,0.62226,11072.59285,0.30554,0.87306,4.72826,2.66797,0.65616,0.5974,0.39422,0.3746,0.78655,0.2609,0.03926,0.48532,54.72543,0.00511
1574,0.62642,0.62642,11659.3153,0.27571,0.85225,4.93595,2.73382,0.65094,0.61196,0.3911,0.4005,0.77693,0.30106,0.0418,0.49426,56.88408,0.00503
1575,0.638,0.638,11583.95303,0.27449,0.82896,4.94436,2.6881,0.67158,0.58683,0.39674,0.39229,0.75387,0.27314,0.05933,0.48063,56.80506,0.00567
1576,0.63001,0.63001,11414.70357,0.27674,0.85815,4.97093,2.78959,0.63694,0.62233,0.39256,0.40323,0.76126,0.29003,0.04659,0.49033,57.87696,0.00503
1577,0.62619,0.62619,11898.79196,0.25535,0.8367,4.89132,2.65936,0.65652,0.58465,0.38382,0.37997,0.76346,0.26708,0.05076,0.4923,57.01677,0.00511
1578,0.61678,0.61678,11982.09023,0.28977,0.85034,4.97204,2.65011,0.66362,0.57955,0.39154,0.39606,0.75849,0.26736,0.06221,0.49502,56.02894,0.00509
1579,0.64127,0.64127,11687.0512,0.27432,0.82896,4.98452,2.79654,0.64722,0.60659,0.40861,0.4032,0.76029,0.27391,0.04758,0.47393,57.07368,0.00554
1580,0.62012,0.62012,11736.6805,0.2554,0.84957,4.9583,2.86031,0.63459,0.60433,0.38851,0.3943,0.77029,0.27081,0.04113,0.45839,56.8511,0.00513
1581,0.62989,0.62989,11398.98957,0.27751,0.86487,4.90901,2.677,0.66125,0.61741,0.39203,0.37881,0.76879,0.30296,0.05067,0.49491,55.5831,0.00514
1582,0.64438,0.64438,11505.61589,0.27943,0.86811,4.98297,2.74688,0.64802,0.59503,0.38989,0.411,0.75822,0.27483,0.05508,0.47798,57.80225,0.00513
1583,0.63915,0.63915,11752.25748,0.28022,0.81441,4.98602,2.62579,0.67408,0.57843,0.39872,0.4039,0.72741,0.28746,0.04149,0.48693,57.50455,0.00522
1584,0.62559,0.62559,11075.48063,0.29771,0.83349,4.99676,2.57606,0.64259,0.5732,0.38183,0.40943,0.73599,0.28652,0.05589,0.49199,57.40911,0.00505
1585,0.61852,0.61852,11911.32803,0.25913,0.8315,4.8756,2.60309,0.65745,0.55918,0.38259,0.41039,0.75756,0.28382,0.05446,0.49555,57.84089,0.00517
1586,0.61102,0.61102,11418.89605,0.29235,0.84054,4.98682,2.7535,0.65148,0.61216,0.40095,0.39179,0.77457,0.28008,0.05516,0.46662,56.70417,0.0055
1587,0.6353,0.6353,11403.06425,0.26963,0.85241,4.99865,2.66384,0.63517,0.6052,0.39583,0.41364,0.7639,0.28368,0.05036,0.48654,57.41925,0.00501
1588,0.63084,0.63084,11761.71051,0.28247,0.85261,4.95013,2.72626,0.64903,0.58625,0.39318,0.41333,0.75854,0.27187,0.04616,0.48336,57.44417,0.00543
1589,0.62965,0.62965,11379.64363,0.27654,0.82821,4.98038,2.71711,0.63999,0.60015,0.39425,0.40874,0.75773,0.27089,0.04378,0.46938,57.33542,0.00535
1590,0.62383,0.62383,11403.08646,0.26691,0.86769,4.9488,2.62126,0.6604,0.60039,0.39145,0.40278,0.75422,0.27653,0.05826,0.48423,57.6336,0.00538
1591,0.64209,0.64209,11628.88068,0.28921,0.84691,4.96293,2.75975,0.65079,0.59663,0.39383,0.38601,0.75208,0.27298,0.04986,0.47095,57.26596,0.00602
1592,0.61921,0.61921,11876.48335,0.27421,0.85592,4.94254,2.75968,0.67237,0.60742,0.41705,0.4033,0.74045,0.28008,0.06017,0.48874,56.03063,0.00551
1593,0.618,0.618,11224.79189,0.28817,0.86671,4.96855,2.69045,0.64163,0.62291,0.40674,0.37002,0.77652,0.28205,0.03919,0.47337,56.21882,0.0056
1594,0.63719,0.63719,11401.32509,0.28679,0.82995,4.99663,2.71554,0.63528,0.5806,0.37756,0.41928,0.73617,0.25186,0.05006,0.48729,57.71756,0.00533
1595,0.63043,0.63043,11704.99592,0.28562,0.86174,4.94115,2.65741,0.62584,0.64308,0.388,0.39435,0.76884,0.2581,0.04885,0.47445,55.71727,0.00523
1596,0.6352,0.6352,11753.30322,0.28062,0.8526,4.93197,2.68874,0.64767,0.58123,0.39603,0.3783,0.75792,0.28522,0.04745,0.4724,57.2067,0.00603
1597,0.6238,0.6238,11995.91246,0.26383,0.85691,4.97506,2.72882,0.62557,0.61921,0.38479,0.40723,0.77354,0.26687,0.04387,0.46662,56.29133,0.00525
1598,0.6242,0.6242,11442.16703,0.30127,0.83853,4.9992,2.73509,0.663,0.57496,0.38944,0.38678,0.77122,0.26025,0.04225,0.4802,56.71205,0.00528
1599,0.61571,0.61571,11577.86536,0.27319,0.84095,4.94145,2.70689,0.62929,0.61179,0.38396,0.41119,0.73817,0.26591,0.04316,0.48118,58.86372,0.00563
1600,0.63028,0.63028,11419.57073,0.29413,0.84118,4.97486,2.78171,0.63566,0.60286,0.40706,0.38941,0.72619,0.24102,0.04593,0.47939,56.19127,0.00617
1601,0.61486,0.61486,11676.93978,0.26437,0.8301,4.96827,2.85146,0.63654,0.58058,0.39581,0.40786,0.72483,0.26544,0.05482,0.4693,58.81267,0.00554
1602,0.61415,0.61415,11657.83766,0.27749,0.84421,4.96544,2.71308,0.64708,0.60068,0.39394,0.40953,0.74593,0.25674,0.04623,0.49376,56.69951,0.0052
1603,0.62074,0.62074,11513.57975,0.2999,0.84092,4.99692,2.71284,0.63366,0.59506,0.39002,0.40343,0.73362,0.26208,0.05042,0.47427,57.45029,0.00527
1604,0.62989,0.62989,11670.83301,0.28097,0.83955,4.97932,2.57688,0.64841,0.58018,0.36695,0.40735,0.72775,0.26148,0.04617,0.48946,56.18678,0.00535
1605,0.61017,0.61017,11630.9328,0.30336,0.84036,4.9662,2.85626,0.66192,0.58487,0.3896,0.39748,0.7327,0.25481,0.04785,0.48471,57.68935,0.00521
1606,0.62966,0.62966,11576.89062,0.28913,0.84624,4.99499,2.81106,0.61999,0.60677,0.38988,0.41416,0.71353,0.26672,0.0564,0.4722,57.30587,0.00541
1607,0.64844,0.64844,11517.8111,0.30427,0.84691,4.94647,2.62801,0.64274,0.57889,0.38449,0.40349,0.74778,0.26487,0.05631,0.49442,56.66384,0.00558
1608,0.61922,0.61922,11624.10589,0.30204,0.83904,4.99457,2.85072,0.61744,0.60162,0.38622,0.40776,0.70023,0.23605,0.05551,0.47937,57.41538,0.00585
1609,0.61156,0.61156,11206.17376,0.30122,0.84802,4.91252,2.59765,0.63738,0.61736,0.37395,0.42213,0.74677,0.22613,0.05015,0.49825,55.74428,0.00578
1610,0.61763,0.61763,11447.02261,0.29993,0.85436,4.94662,2.57184,0.64877,0.58657,0.3638,0.41475,0.76321,0.26386,0.04735,0.49922,57.1081,0.00577
1611,0.63452,0.63452,11566.55791,0.28332,0.85489,4.96907,2.65246,0.66326,0.56272,0.37072,0.42871,0.75062,0.27265,0.05163,0.493,55.85269,0.00539
1612,0.63264,0.63264,11498.10267,0.28586,0.83511,4.98676,2.63286,0.64636,0.54776,0.37156,0.43104,0.71266,0.25442,0.06063,0.49079,56.95864,0.00641
1613,0.63002,0.63002,11821.93805,0.28659,0.84791,4.94028,2.60836,0.64607,0.57924,0.37921,0.39282,0.73964,0.25591,0.05557,0.49398,56.6173,0.00584
1614,0.63853,0.63853,11502.48585,0.30545,0.84573,4.96321,2.62997,0.64628,0.57012,0.38052,0.39978,0.73597,0.26348,0.05082,0.49472,56.75519,0.00567
1615,0.62475,0.62475,11691.11373,0.29531,0.86317,4.98944,2.7369,0.63159,0.57549,0.37415,0.40165,0.73741,0.26838,0.06117,0.4815,57.13213,0.0051
1616,0.61487,0.61487,11632.2872,0.29698,0.85198,4.95099,2.61395,0.6536,0.59468,0.37142,0.39845,0.75977,0.26489,0.05799,0.49213,56.81005,0.00571
1617,0.64146,0.64146,11378.54925,0.28998,0.82563,4.97621,2.70946,0.62668,0.56872,0.37793,0.42222,0.71277,0.23538,0.04998,0.49308,57.77717,0.00609
1618,0.61536,0.61536,11080.69783,0.30742,0.85993,4.93924,2.68219,0.64368,0.55629,0.36917,0.40135,0.74785,0.26129,0.04911,0.49101,55.94418,0.00583
1619,0.64323,0.64323,11348.93992,0.3014,0.83732,4.98947,2.65281,0.67026,0.55783,0.3771,0.40748,0.73801,0.2737,0.05523,0.49648,57.20467,0.00569
1620,0.63005,0.63005,11461.32339,0.29765,0.854,4.99831,2.75694,0.64935,0.59928,0.38997,0.42594,0.73771,0.29068,0.04928,0.4869,57.08855,0.0054
1621,0.62377,0.62377,11802.66761,0.27607,0.84044,4.99503,2.71252,0.657,0.56686,0.37612,0.43805,0.74895,0.29551,0.0439,0.48305,57.0523,0.00536
1622,0.63671,0.63671,11911.77627,0.29665,0.84873,4.9428,2.75295,0.66111,0.56967,0.38833,0.4,0.74783,0.25773,0.04067,0.49317,56.445,0.0051
1623,0.60781,0.60781,11433.0936,0.28181,0.82649,4.87241,2.56001,0.6315,0.57991,0.37993,0.39553,0.73144,0.24121,0.04922,0.49591,57.25156,0.00598
1624,0.62831,0.62831,11695.19881,0.30484,0.8421,4.97219,2.69404,0.65305,0.5622,0.37532,0.40892,0.736,0.27036,0.0581,0.49186,57.11702,0.00563
1625,0.62821,0.62821,11388.17877,0.31108,0.84006,4.96884,2.77698,0.65478,0.56926,0.38574,0.40466,0.72065,0.22522,0.06205,0.48911,57.50321,0.00633
1626,0.63078,0.63078,11026.50303,0.30283,0.84183,4.99997,2.71506,0.65756,0.59083,0.38055,0.4072,0.72603,0.28044,0.04975,0.48117,57.28253,0.00577
1627,0.61473,0.61473,10921.80725,0.30679,0.82389,4.98495,2.70451,0.64443,0.58018,0.38292,0.41292,0.72661,0.27734,0.05089,0.49343,58.85699,0.00599
1628,0.61483,0.61483,11197.80422,0.30229,0.84589,4.99436,2.70785,0.66048,0.58396,0.375,0.41014,0.75741,0.28254,0.05043,0.49482,57.54712,0.0052
1629,0.6251,0.6251,11513.68036,0.30758,0.86162,4.98801,2.64033,0.64603,0.60557,0.38551,0.40058,0.75677,0.27943,0.0479,0.48599,56.23754,0.00522
1630,0.62933,0.62933,11255.05904,0.30204,0.83581,4.99157,2.68291,0.64802,0.55872,0.38295,0.40357,0.72515,0.27043,0.04855,0.49767,57.86581,0.00578
1631,0.62868,0.62868,11864.49969,0.28362,0.81673,4.99725,2.75126,0.67004,0.545,0.38484,0.4224,0.70977,0.24262,0.04389,0.49953,56.51059,0.0059
1632,0.63536,0.63536,11941.41338,0.28318,0.81184,4.99685,2.73667,0.66041,0.5356,0.38012,0.41529,0.70089,0.24075,0.04966,0.49899,56.19598,0.006
1633,0.61596,0.61596,11581.68857,0.28889,0.82136,4.98882,2.65213,0.68472,0.52873,0.37879,0.38989,0.73847,0.25826,0.03892,0.49415,56.73139,0.00575
1634,0.61684,0.61684,11308.76031,0.30272,0.81514,4.99891,2.68976,0.67765,0.5481,0.39193,0.4115,0.69741,0.26223,0.04873,0.49897,56.90871,0.00582
1635,0.61962,0.61962,11663.36988,0.27426,0.84099,4.99999,2.75292,0.65682,0.5322,0.37508,0.43143,0.7205,0.26835,0.054,0.49709,57.38322,0.00591
1636,0.64027,0.64027,11971.76574,0.27549,0.83284,4.98167,2.78193,0.64786,0.56467,0.38497,0.42123,0.71909,0.23979,0.04858,0.49844,55.91727,0.00586
1637,0.62839,0.62839,11715.0139,0.27396,0.81507,4.99985,2.67615,0.66328,0.54077,0.38648,0.41792,0.73864,0.26342,0.04652,0.49894,57.9199,0.00566
1638,0.62769,0.62769,11792.49503,0.29686,0.82263,4.99938,2.65145,0.65382,0.56533,0.37394,0.40384,0.70348,0.24384,0.05061,0.49532,56.1099,0.00616
1639,0.62808,0.62808,11362.08089,0.29587,0.84246,4.97362,2.69118,0.66185,0.5955,0.39062,0.4025,0.73814,0.26379,0.0544,0.49178,57.00506,0.00555
1640,0.63749,0.63749,11596.85215,0.30009,0.81857,4.989,2.7004,0.67882,0.55393,0.38716,0.41863,0.72173,0.25779,0.04181,0.49868,57.11736,0.00536
1641,0.63288,0.63288,11576.23426,0.27326,0.82258,4.99142,2.74708,0.64167,0.59426,0.39202,0.44109,0.71167,0.26119,0.04547,0.48914,56.51269,0.00513
1642,0.60711,0.60711,11879.98584,0.28641,0.83082,4.98639,2.68048,0.6552,0.5505,0.39077,0.42667,0.71882,0.24586,0.04918,0.49983,56.82861,0.00517
1643,0.61723,0.61723,11756.39624,0.29133,0.82944,4.99843,2.73946,0.67553,0.59122,0.39163,0.40197,0.74613,0.25892,0.05366,0.49524,56.28854,0.00531
1644,0.6267,0.6267,11930.35052,0.2932,0.81863,4.99833,2.68629,0.65441,0.55162,0.38177,0.41729,0.6988,0.22986,0.05021,0.49965,56.24167,0.00602
1645,0.62428,0.62428,11679.33579,0.28281,0.82148,4.99916,2.788,0.65295,0.56598,0.3905,0.40225,0.70601,0.25671,0.05454,0.49234,57.31101,0.00591
1646,0.61752,0.61752,11893.90769,0.29266,0.82926,4.99804,2.7824,0.65992,0.52772,0.38133,0.4354,0.71047,0.24751,0.0503,0.49973,57.99873,0.00564
1647,0.62372,0.62372,11939.60556,0.28022,0.81982,4.98803,2.7067,0.6585,0.53612,0.3834,0.41938,0.70427,0.25394,0.04743,0.49625,56.72275,0.00555
1648,0.62072,0.62072,11227.32612,0.30093,0.83654,4.99902,2.7295,0.65094,0.5738,0.38611,0.42962,0.72843,0.25791,0.05522,0.49467,56.83931,0.00622
1649,0.63379,0.63379,11891.11811,0.29408,0.82589,4.99748,2.78985,0.64311,0.57945,0.40103,0.42467,0.69715,0.24212,0.05524,0.49772,55.80548,0.00614
1650,0.62472,0.62472,11817.3733,0.2707,0.82608,4.97316,2.81018,0.64953,0.56932,0.39115,0.44135,0.70093,0.25053,0.04914,0.49733,57.10762,0.00505
1651,0.63722,0.63722,11472.46953,0.27679,0.80951,4.9824,2.7193,0.63664,0.57526,0.38674,0.43677,0.71166,0.26183,0.04562,0.49337,57.1243,0.00547
1652,0.63726,0.63726,11725.25249,0.28306,0.82748,4.9908,2.77313,0.64235,0.59686,0.39307,0.43595,0.6951,0.24666,0.05097,0.49886,56.19669,0.00523
1653,0.63245,0.63245,11485.63519,0.27895,0.80823,4.99973,2.63609,0.65633,0.5781,0.3937,0.4263,0.70603,0.25915,0.04473,0.5,57.24802,0.00538
1654,0.6137,0.6137,11823.2442,0.28611,0.81516,4.96442,2.73942,0.64265,0.60005,0.39699,0.42451,0.7162,0.25129,0.03885,0.48611,55.45296,0.00531
1655,0.64416,0.64416,11452.11895,0.26983,0.82097,4.99863,2.68321,0.63604,0.58192,0.38445,0.43602,0.69421,0.22845,0.04736,0.49945,55.78211,0.0056
1656,0.62091,0.62091,11355.64995,0.29028,0.83347,4.98997,2.69367,0.65479,0.59332,0.38356,0.43851,0.72645,0.25756,0.04964,0.49879,56.82976,0.00506
1657,0.62327,0.62327,11874.37038,0.2679,0.81468,4.99097,2.77387,0.65204,0.56524,0.38501,0.44838,0.69685,0.22156,0.03613,0.49947,55.78378,0.00556
1658,0.64406,0.64406,11054.14026,0.2967,0.83633,4.99717,2.69901,0.66092,0.56656,0.3886,0.43636,0.71199,0.25939,0.06027,0.49991,55.75601,0.00537
1659,0.62092,0.62092,11547.91046,0.26849,0.81729,4.96077,2.78524,0.65177,0.56209,0.39152,0.43762,0.67956,0.24191,0.05072,0.49946,56.61995,0.00522
1660,0.62224,0.62224,11889.07781,0.25858,0.80158,4.97788,2.72232,0.61991,0.58158,0.38216,0.44709,0.63734,0.2189,0.05031,0.49986,56.09942,0.00628
1661,0.60687,0.60687,11321.40795,0.28126,0.8221,4.98529,2.79499,0.6408,0.5937,0.4041,0.45779,0.69541,0.22248,0.05533,0.49968,56.0765,0.00574
1662,0.62293,0.62293,11659.19315,0.26475,0.81985,4.9988,2.77728,0.62852,0.59095,0.39029,0.41862,0.70326,0.24037,0.05267,0.49661,56.0481,0.00591
1663,0.60852,0.60852,11852.84416,0.26515,0.8284,4.98463,2.8658,0.61286,0.62176,0.39693,0.43067,0.68681,0.2183,0.04385,0.48864,56.10679,0.00555
1664,0.6115,0.6115,11415.25533,0.27536,0.82192,4.99312,2.769,0.63682,0.59534,0.38044,0.43378,0.72285,0.24432,0.03265,0.49554,56.8347,0.00513
1665,0.62916,0.62916,10853.84893,0.29318,0.8317,4.99922,2.74506,0.66291,0.56054,0.38483,0.42448,0.73634,0.23603,0.03709,0.49925,56.09253,0.00525
1666,0.61073,0.61073,11716.24088,0.26297,0.80543,4.99979,2.72555,0.64573,0.60417,0.3982,0.43129,0.70812,0.23936,0.0431,0.49783,56.62673,0.00545
1667,0.62527,0.62527,11866.92604,0.2704,0.8226,4.98905,2.70159,0.66094,0.57899,0.39419,0.43331,0.71013,0.2297,0.0518,0.49707,54.34705,0.00568
1668,0.63231,0.63231,11463.16629,0.27338,0.80836,4.99935,2.70394,0.64007,0.57239,0.37766,0.43961,0.68249,0.22352,0.05528,0.49966,56.31338,0.00582
1669,0.60719,0.60719,11505.78999,0.29264,0.83545,4.9929,2.73146,0.64937,0.55146,0.38456,0.4327,0.69652,0.24842,0.05364,0.49812,55.32722,0.00526
1670,0.61839,0.61839,11108.81257,0.28197,0.81473,4.99629,2.71114,0.64139,0.54941,0.37954,0.43755,0.6987,0.24324,0.04862,0.4988,56.41764,0.00597
1671,0.62067,0.62067,10758.60493,0.29041,0.83522,4.99929,2.79229,0.66934,0.55493,0.39896,0.42422,0.72073,0.27198,0.06691,0.49625,57.15641,0.00565
1672,0.62304,0.62304,11507.35633,0.27337,0.83239,4.99719,2.67722,0.64391,0.60373,0.39164,0.4337,0.70673,0.24824,0.05599,0.49885,56.16156,0.00522
1673,0.62595,0.62595,11544.2139,0.27708,0.80737,5.0,2.63789,0.65849,0.5406,0.38293,0.43534,0.69811,0.22305,0.05072,0.49811,56.47487,0.00616
1674,0.6258,0.6258,11561.98979,0.26573,0.82862,4.98853,2.69935,0.66043,0.55831,0.37588,0.40454,0.72836,0.22577,0.03938,0.49818,55.44868,0.0051
1675,0.6382,0.6382,11561.36072,0.27025,0.80902,4.99739,2.77339,0.65298,0.56244,0.38711,0.45247,0.67382,0.21211,0.05486,0.49985,55.82423,0.00613
1676,0.62322,0.62322,11865.01954,0.26751,0.81351,4.99969,2.72224,0.63159,0.57442,0.38188,0.44489,0.69402,0.20602,0.06373,0.49849,55.24032,0.00627
1677,0.63129,0.63129,11208.25751,0.28649,0.81997,4.99955,2.78553,0.64089,0.57962,0.37616,0.43152,0.69604,0.20871,0.05123,0.49989,55.90346,0.0053
1678,0.63809,0.63809,11721.17415,0.26934,0.80065,4.99824,2.76718,0.63913,0.54799,0.37397,0.45606,0.68968,0.21738,0.05511,0.5,57.0499,0.00603
1679,0.62351,0.62351,11439.62402,0.28327,0.82855,4.99979,2.74212,0.65096,0.54357,0.37705,0.4277,0.67861,0.23773,0.05408,0.49846,55.25682,0.00692
1680,0.62089,0.62089,11390.08874,0.25796,0.82543,4.99971,2.66244,0.64108,0.587,0.37623,0.42318,0.71171,0.23926,0.04699,0.49982,56.65701,0.0051
